slot_type,group,word,n,density_mean,density_median,density_p25,density_p75,curvature_mean,curvature_median,curvature_p25,curvature_p75
adjectives,low,closed,5,1.0233479653739468,0.9997596039368892,0.9986158244712031,1.029717432408205,0.9096234917640686,0.9077203869819641,0.9034231305122375,0.9150956869125366
spatial_relations,high,on,794,1.0773478045104934,1.06943424321142,1.0248974798245614,1.122446573045531,0.8943112524090245,0.8974531590938568,0.8826077878475189,0.9095689058303833
spatial_relations,high,in,554,1.0737806063818585,1.0700762019947967,1.021471003962216,1.117774768772972,0.8951377929978422,0.8969766795635223,0.8836336135864258,0.9100862443447113
spatial_relations,high,at,171,1.065862747081854,1.06432491477434,1.0228865779186465,1.111540679471814,0.8923625799647549,0.8946175575256348,0.8798393607139587,0.9077180922031403
spatial_relations,high,from,122,1.0613781729930278,1.045821540481195,1.0124579252690982,1.099107147640609,0.894395147679282,0.8968946039676666,0.8834141194820404,0.9064403176307678
spatial_relations,high,over,76,1.095077332014089,1.0897524916406194,1.0342802832798086,1.1452125774190722,0.8954555117770245,0.8974531590938568,0.8862324059009552,0.9097333997488022
spatial_relations,low,back,5,1.0610258114787485,1.0621662277646509,1.0031765843291034,1.105347599976099,0.8899611592292785,0.8965779542922974,0.883704423904419,0.8971920013427734
spatial_relations,low,down to,5,1.0683412727089476,1.0718945260584096,1.061178197775359,1.0807144453557118,0.9009942173957824,0.9003459811210632,0.897864043712616,0.9058154821395874
spatial_relations,low,in the middle of,5,1.090731600061425,1.094291553694914,1.0620523734051632,1.1221807444410623,0.899720311164856,0.9005686640739441,0.8891846537590027,0.9091743230819702
spatial_relations,low,in front,6,1.0381154060669056,1.0377211919293254,0.9761753444100095,1.0822685494739614,0.8793975015481313,0.8877872824668884,0.8604695200920105,0.8919164538383484
spatial_relations,low,on top of,6,1.0298394612244914,1.0226982417543324,1.0088031657999414,1.0443231714632268,0.9079416692256927,0.9077395796775818,0.9051861613988876,0.9091312885284424
